# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 27 07:01:44 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_logg,st_dens,sy_dist
Kepler-880 b,Kepler-880,Transit,2016,7.71468975,0.091500,2.660,2.210000,0.000000,1622,6761.00,1.74,1.46,4.12,0.56468,601.3240000
Kepler-880 c,Kepler-880,Transit,2023,11.80617370,0.121600,2.870,2.000000,0.000000,1407,6900.00,2.60,1.71,3.84,0.10161,601.3240000
Kepler-881 b,Kepler-881,Transit,2016,4.44448017,0.055200,1.780,3.720000,0.000000,1217,5961.00,1.09,1.06,4.39,0.04553,1375.1800000
Kepler-882 b,Kepler-882,Transit,2016,3.98953967,0.044900,1.230,6.020000,0.000000,903,5476.00,0.87,0.90,4.52,8.59056,504.6050000
Kepler-883 b,Kepler-883,Transit,2016,12.98495573,0.105500,1.780,3.720000,0.000000,818,6116.00,1.09,1.06,4.40,0.74944,627.4550000
Kepler-884 b,Kepler-884,Transit,2016,5.69919514,0.062200,1.230,6.020000,0.000000,964,5715.00,0.94,1.00,4.49,3.61996,476.7330000
Kepler-885 b,Kepler-885,Transit,2016,18.11472949,0.143200,2.500,2.390000,0.000000,830,6187.00,1.35,1.21,4.26,0.55283,651.3180000
Kepler-886 b,Kepler-886,Transit,2016,6.24146367,0.067000,1.520,4.570000,0.000000,1111,6098.00,1.16,1.10,4.35,1.83138,711.2970000
Kepler-887 b,Kepler-887,Transit,2016,20.42228798,0.153600,1.840,3.560000,0.000000,785,6194.00,1.29,1.19,4.29,0.73981,886.5880000
Kepler-887 c,Kepler-887,Transit,2016,7.63846023,0.079700,1.130,5.750000,0.000000,1089,6194.00,1.29,1.19,4.29,0.99716,886.5880000
Kepler-888 b,Kepler-888,Transit,2016,70.69790610,0.328000,1.760,3.780000,0.000000,417,5875.00,0.90,0.97,4.52,1.80717,420.8170000
Kepler-889 b,Kepler-889,Transit,2016,3.74443900,0.049200,1.090,5.600000,0.000000,1328,5961.00,1.25,1.14,4.30,0.49688,598.3130000
Kepler-890 b,Kepler-890,Transit,2016,52.75875577,0.294400,8.890,0.458000,0.000000,540,5954.00,1.13,1.09,4.37,1.88641,1712.1200000
Kepler-891 b,Kepler-891,Transit,2016,53.44945593,0.288100,6.410,0.701000,0.000000,486,5887.00,1.07,1.06,4.41,3.49966,2340.5800000
Kepler-892 b,Kepler-892,Transit,2016,13.75210720,0.101500,2.810,2.060000,0.000000,556,4747.00,0.72,0.75,4.61,2.79666,570.7270000
Kepler-893 b,Kepler-893,Transit,2016,6.33855761,0.069900,3.030,1.860000,0.000000,1034,5820.00,0.99,1.00,4.45,0.36760,1285.5900000
Kepler-894 b,Kepler-894,Transit,2016,9.80322400,0.091600,2.780,2.080000,0.000000,896,5603.00,0.85,0.87,4.53,0.45345,1162.9100000
Kepler-895 b,Kepler-895,Transit,2016,2.80624233,0.032800,1.540,4.500000,0.000000,771,4315.00,0.61,0.65,4.67,5.02117,540.1340000
Kepler-896 b,Kepler-896,Transit,2016,144.54739600,0.516400,2.530,2.350000,0.000000,303,5262.00,0.81,0.84,4.56,0.37879,2334.9300000
Kepler-896 c,Kepler-896,Transit,2023,29.54225660,0.179200,3.150,1.780000,0.000000,515,5510.00,0.80,0.88,4.57,0.00580,2334.9300000
Kepler-897 b,Kepler-897,Transit,2016,8.04726420,0.077000,2.390,2.540000,0.000000,855,5839.00,1.04,1.03,4.41,0.77522,1519.2500000
Kepler-898 b,Kepler-898,Transit,2016,5.87061910,0.054500,1.490,4.700000,0.000000,616,4223.00,0.62,0.65,4.66,1.46624,484.8910000
Kepler-899 b,Kepler-899,Transit,2016,19.17891293,0.139200,2.680,2.180000,0.000000,640,5595.00,0.91,0.93,4.49,1.28042,1246.4300000
Kepler-9 b,Kepler-9,Transit,2010,19.23891000,0.143000,8.290,0.420000,0.060900,661,5774.00,0.96,1.02,4.49,1.64000,628.2570000
Kepler-9 c,Kepler-9,Transit,2010,38.98530000,0.227000,8.080,0.310000,0.066910,523,5774.00,0.96,1.02,4.49,1.64000,628.2570000
Kepler-9 d,Kepler-9,Transit,2010,1.59285100,0.027300,1.640,13.547166,0.000000,2026,5777.00,1.02,1.07,4.49,1.95342,628.2570000
Kepler-90 i,KOI-351,Transit,2017,14.44912000,0.120138,1.320,5.500000,0.000000,709,6015.00,1.29,1.12,4.27,1.18855,848.2540000
Kepler-900 b,Kepler-900,Transit,2016,6.99130860,0.067900,2.080,3.040000,0.000000,716,4836.00,0.73,0.78,4.60,1.03464,487.5250000
Kepler-901 b,Kepler-901,Transit,2016,3.51749439,0.037800,1.370,5.240000,0.000000,704,4184.00,0.57,0.59,4.70,9.67188,253.8670000
Kepler-902 b,Kepler-902,Transit,2016,40.10995470,0.223000,2.540,2.340000,0.000000,556,5647.00,0.93,0.95,4.49,2.57107,1165.3400000
Kepler-903 b,Kepler-903,Transit,2016,10.35077210,0.090700,2.010,3.180000,0.000000,842,5682.00,0.97,0.98,4.46,0.09524,1369.2400000
Kepler-903 c,Kepler-903,Transit,2016,62.92285570,0.302000,2.530,2.350000,0.000000,462,5682.00,0.97,0.98,4.46,0.03760,1369.2400000
Kepler-904 b,Kepler-904,Transit,2016,3.02166863,0.041700,1.770,3.750000,0.000000,1332,6160.00,1.25,1.16,4.31,0.97869,978.1250000
Kepler-905 b,Kepler-905,Transit,2016,5.08274652,0.057200,1.410,5.040000,0.000000,928,5461.00,0.86,0.95,4.55,8.00121,529.2680000
Kepler-906 b,Kepler-906,Transit,2016,41.69799760,0.235900,2.110,2.980000,0.000000,537,6035.00,1.02,1.06,4.45,2.00587,757.7910000
Kepler-907 b,Kepler-907,Transit,2016,15.86621821,0.122500,1.200,5.950000,0.000000,879,6106.00,1.38,1.08,4.19,1.90798,352.0000000
Kepler-908 b,Kepler-908,Transit,2016,1.34059747,0.024700,1.220,5.990000,0.000000,1783,5973.00,1.12,1.11,4.38,0.32197,290.8430000
Kepler-909 b,Kepler-909,Transit,2016,13.93290318,0.117500,1.470,4.770000,0.000000,852,6154.00,1.23,1.17,4.33,0.78101,309.5960000
Kepler-91 b,Kepler-91,Transit,2013,6.24658000,0.073100,15.323,0.400000,0.051900,2040,4550.00,6.30,1.31,2.95,0.00730,1294.6900000
Kepler-910 b,Kepler-910,Transit,2016,2.36436901,0.038200,0.820,4.750000,0.000000,1752,6230.00,1.50,1.26,4.19,0.41794,400.2890000
Kepler-911 b,Kepler-911,Transit,2016,20.31050100,0.154900,2.600,2.270000,0.000000,931,6112.00,1.99,1.34,3.97,0.19419,556.1680000
Kepler-912 b,Kepler-912,Transit,2016,2.53475627,0.033900,2.800,2.070000,0.000000,1218,5998.00,1.11,1.07,4.37,0.07146,2004.7200000
Kepler-913 b,Kepler-913,Transit,2016,10.29672521,0.100900,2.060,3.080000,0.000000,1129,4687.00,0.61,0.63,4.67,4.30700,991.6180000
Kepler-913 c,Kepler-913,Transit,2021,5.93911982,0.069900,3.858,1.360000,0.000000,1357,6068.00,1.80,1.29,4.04,4.37512,991.6180000
Kepler-914 b,Kepler-914,Transit,2016,4.40966548,0.054400,1.380,5.190000,0.000000,1192,5877.00,1.15,1.10,4.36,4.10271,753.7230000
Kepler-915 b,Kepler-915,Transit,2016,4.59489604,0.056600,1.500,4.660000,0.000000,1319,6173.00,1.38,1.21,4.24,0.44865,849.0360000
Kepler-916 b,Kepler-916,Transit,2016,32.29687980,0.188500,1.760,3.780000,0.000000,503,5248.00,0.81,0.85,4.56,2.61354,830.7120000
Kepler-917 b,Kepler-917,Transit,2016,2.97041437,0.037800,1.910,3.400000,0.000000,991,5418.00,0.76,0.80,4.58,1.92074,3460.5100000
Kepler-918 b,Kepler-918,Transit,2016,4.85386933,0.056900,1.740,3.840000,0.000000,1052,6028.00,1.14,1.11,4.37,1.80765,1025.0300000
Kepler-919 b,Kepler-919,Transit,2016,11.04603384,0.098100,2.250,2.740000,0.000000,869,6113.00,1.21,1.15,4.33,0.88069,1119.8700000
Kepler-92 b,Kepler-92,Transit,2013,13.74900000,0.122268,3.510,2.098071,0.170000,975,5883.00,1.70,1.21,4.05,0.25139,477.9920000
Kepler-92 c,Kepler-92,Transit,2013,26.72300000,0.190427,2.600,4.747125,0.040000,781,5883.00,1.70,1.21,4.05,0.35563,477.9920000
Kepler-92 d,Kepler-92,Transit,2015,49.35680000,0.286661,2.067,7.457871,0.070000,637,5904.34,1.82,1.07,3.95,0.25139,477.9920000
Kepler-920 b,Kepler-920,Transit,2016,6.53192704,0.065000,2.420,2.500000,0.000000,907,5403.00,0.85,0.89,4.54,1.85865,1001.6800000
Kepler-920 c,Kepler-920,Transit,2016,100.82741130,0.402900,3.800,1.380000,0.000000,364,5403.00,0.85,0.89,4.54,1.07983,1001.6800000
Kepler-921 b,Kepler-921,Transit,2016,51.30063400,0.271600,2.870,2.000000,0.000000,492,5663.00,0.91,0.93,4.50,2.98696,934.4900000
Kepler-922 b,Kepler-922,Transit,2016,0.93846683,0.018200,1.420,4.990000,0.000000,1876,5671.00,0.93,0.95,4.48,3.76068,536.3230000
Kepler-923 b,Kepler-923,Transit,2016,6.93366476,0.071500,1.380,5.190000,0.000000,1104,5988.00,1.26,1.11,4.28,0.72847,1000.2800000
Kepler-924 b,Kepler-924,Transit,2016,61.03701170,0.335900,3.070,1.830000,0.000000,610,6167.00,1.23,1.14,4.32,0.92023,1053.0400000
Kepler-925 b,Kepler-925,Transit,2016,33.86785310,0.180500,2.340,2.610000,0.000000,394,4673.00,0.72,0.77,4.62,1.63128,611.1150000
Kepler-926 b,Kepler-926,Transit,2016,52.06886010,0.273900,2.310,2.650000,0.000000,524,5806.00,1.01,1.01,4.43,16.03701,921.3610000
Kepler-927 b,Kepler-927,Transit,2016,9.11499030,0.086600,1.720,3.900000,0.000000,906,5743.00,0.99,0.99,4.45,0.89453,831.6850000
Kepler-928 b,Kepler-928,Transit,2016,3.93246130,0.044400,1.590,4.310000,0.000000,894,4700.00,0.70,0.73,4.62,2.24070,508.8090000
Kepler-929 b,Kepler-929,Transit,2016,0.92103214,0.019200,1.110,5.670000,0.000000,2362,5869.00,1.02,1.01,4.42,0.48200,1311.2300000
Kepler-93 b,Kepler-93,Transit,2014,4.72673978,0.053430,1.478,7.930000,0.000000,1133,5669.00,0.92,0.91,4.47,1.65200,95.9115000
Kepler-93 c,Kepler-93,Radial Velocity,2014,1460.00000000,,,,,,5669.00,0.92,0.91,4.47,1.64000,95.9115000
Kepler-930 b,Kepler-930,Transit,2016,71.45177750,0.347500,2.130,2.950000,0.000000,561,6335.00,1.40,1.25,4.24,2.53706,848.3960000
Kepler-931 b,Kepler-931,Transit,2016,8.03755877,0.071900,1.330,5.440000,0.000000,744,5241.00,0.81,0.86,4.55,3.22363,490.0000000
Kepler-932 b,Kepler-932,Transit,2016,1.92143740,0.027900,1.370,5.240000,0.000000,1276,5331.00,0.84,0.87,4.54,2.88000,465.6120000
Kepler-933 b,Kepler-933,Transit,2016,14.20443009,0.104100,2.460,2.440000,0.000000,602,5346.00,0.84,0.87,4.54,2.01989,1017.2000000
Kepler-934 b,Kepler-934,Transit,2016,55.67383090,0.265800,2.090,3.020000,0.000000,384,5001.00,0.77,0.81,4.59,9.15588,608.7380000
Kepler-935 b,Kepler-935,Transit,2016,4.88083852,0.052700,1.350,5.340000,0.000000,879,4830.00,0.73,0.78,4.61,2.40036,471.7820000
Kepler-936 b,Kepler-936,Transit,2016,10.56134221,0.095400,1.450,4.870000,0.000000,867,5482.00,0.89,0.92,4.51,4.40297,823.3990000
Kepler-937 b,Kepler-937,Transit,2016,67.66882700,0.321400,3.720,1.430000,0.000000,495,6095.00,1.22,1.15,4.32,0.65357,1571.4600000
Kepler-937 c,Kepler-937,Transit,2016,153.34336400,0.554500,2.670,2.200000,0.000000,377,6095.00,1.22,1.15,4.32,0.67810,1571.4600000
Kepler-938 b,Kepler-938,Transit,2016,52.62984170,0.268900,2.220,2.790000,0.000000,544,5533.00,0.89,0.92,4.51,1.95244,1182.0500000
Kepler-939 b,Kepler-939,Transit,2016,14.87829600,0.115300,1.750,3.800000,0.000000,692,5471.00,0.85,0.88,4.54,0.10184,2093.6200000
Kepler-94 b,Kepler-94,Transit,2014,2.50806000,0.031060,3.510,1.450000,0.000000,997,4781.00,0.76,0.81,4.59,2.90000,191.9040000
Kepler-94 c,Kepler-94,Radial Velocity,2014,820.30000000,1.596807,12.500,8.790000,0.345931,,4781.00,0.76,0.81,4.59,2.90000,191.9040000
Kepler-940 b,Kepler-940,Transit,2016,59.62252570,0.305900,3.340,1.640000,0.000000,486,5769.00,0.96,0.97,4.47,1.09134,1260.7800000
Kepler-941 b,Kepler-941,Transit,2016,17.42395198,0.131100,3.080,1.820000,0.000000,722,5539.00,0.86,0.89,4.53,0.11360,1088.3600000
Kepler-942 b,Kepler-942,Transit,2016,44.96417488,0.229800,2.130,2.950000,0.000000,379,4861.00,0.75,0.81,4.59,2.12768,216.3540000
Kepler-943 b,Kepler-943,Transit,2016,49.77014380,0.255900,5.930,0.777000,0.000000,455,5612.00,0.91,0.93,4.50,0.23560,2300.5300000
Kepler-944 b,Kepler-944,Transit,2016,43.31677370,0.228800,2.630,2.240000,0.000000,459,5409.00,0.83,0.86,4.54,3.06120,1349.4300000
Kepler-945 b,Kepler-945,Transit,2016,31.00338140,0.203700,2.630,2.240000,0.000000,616,5718.00,0.97,0.97,4.46,1.87035,1651.2500000
Kepler-946 b,Kepler-946,Transit,2016,11.79162572,0.100200,1.930,3.350000,0.000000,857,5665.00,0.93,0.94,4.47,3.74820,1137.2900000
Kepler-947 b,Kepler-947,Transit,2016,26.96443170,0.177300,2.280,2.700000,0.000000,573,5508.00,0.87,0.90,4.52,4.45566,1730.7800000
Kepler-948 b,Kepler-948,Transit,2016,7.76846622,0.074900,1.850,3.540000,0.000000,841,5679.00,0.94,0.96,4.47,1.12282,868.0170000
Kepler-949 b,Kepler-949,Transit,2016,8.68930730,0.077400,2.910,1.960000,0.000000,782,5403.00,0.86,0.89,4.53,4.35145,486.1050000
Kepler-949 c,Kepler-949,Transit,2023,20.99757968,0.139400,2.970,1.910000,0.000000,582,5211.00,0.90,0.82,4.45,11.72011,486.1050000
Kepler-95 b,Kepler-95,Transit,2014,11.52310000,0.102279,3.420,1.710000,0.000000,927,5699.00,1.41,1.08,4.17,0.54000,445.6560000
Kepler-950 b,Kepler-950,Transit,2016,98.71804060,0.398200,8.980,0.452000,0.000000,360,5857.00,1.02,1.02,4.44,3.36280,2161.6000000
Kepler-951 b,Kepler-951,Transit,2016,71.52530845,0.309100,5.590,0.840000,0.000000,340,4834.00,0.73,0.77,4.60,3.54555,382.5090000
Kepler-952 b,Kepler-952,Transit,2016,130.35469190,0.518300,7.650,0.557000,0.000000,369,5730.00,0.99,1.00,4.45,2.31284,1304.2500000
Kepler-953 b,Kepler-953,Transit,2016,88.40655258,0.392000,4.210,1.220000,0.000000,410,5416.00,0.99,0.95,4.42,0.26440,258.8930000
Kepler-953 c,Kepler-953,Transit,2016,9.10967112,0.086200,1.190,5.900000,0.000000,873,5416.00,0.99,0.95,4.42,0.44401,258.8930000
Kepler-954 b,Kepler-954,Transit,2016,16.78176602,0.118000,2.320,2.640000,0.000000,545,4990.00,0.76,0.82,4.59,1.87375,215.8140000
Kepler-955 b,Kepler-955,Transit,2016,14.53244172,0.108300,3.130,1.780000,0.000000,664,5350.00,0.84,0.89,4.54,4.12240,550.3830000
Kepler-956 b,Kepler-956,Transit,2016,5.24867263,0.059600,3.000,1.890000,0.000000,1056,6040.00,1.15,1.10,4.36,1.48273,544.9390000
Kepler-957 b,Kepler-957,Transit,2016,5.90741354,0.055900,5.500,0.855000,0.000000,769,4963.00,0.75,0.81,4.60,42.35500,824.6880000
Kepler-958 b,Kepler-958,Transit,2016,9.76788050,0.085200,2.060,3.080000,0.000000,749,5421.00,0.86,0.91,4.53,11.37484,449.7730000
Kepler-959 b,Kepler-959,Transit,2016,14.80074836,0.163300,4.380,1.150000,0.000000,1912,7005.00,2.01,1.60,4.04,0.45596,807.7290000
Kepler-96 b,Kepler-96,Transit,2014,16.23850000,0.126039,2.670,2.260000,0.000000,711,5690.00,1.02,1.00,4.42,1.54000,122.8810000
Kepler-960 b,Kepler-960,Transit,2016,3.12686223,0.041400,2.290,2.680000,0.000000,1391,4755.00,0.72,0.77,4.61,8.96358,284.9160000
Kepler-961 b,Kepler-961,Transit,2016,16.87727414,0.124500,2.550,2.330000,0.000000,642,5582.00,0.90,0.96,4.51,2.82159,574.3140000
Kepler-962 b,Kepler-962,Transit,2016,12.05707239,0.098400,1.970,3.260000,0.000000,689,5478.00,0.86,0.93,4.54,8.14697,411.4860000
Kepler-963 b,Kepler-963,Transit,2016,9.97683705,0.084900,2.660,2.210000,0.000000,802,5461.00,0.87,0.91,4.52,2.25960,771.4940000
Kepler-964 b,Kepler-964,Transit,2016,13.52251060,0.106300,2.120,2.960000,0.000000,652,5427.00,0.84,0.93,4.55,2.03637,454.6260000
Kepler-965 b,Kepler-965,Transit,2016,134.25272980,0.512000,3.380,1.620000,0.000000,393,5886.00,1.15,1.05,4.33,1.64351,582.8280000
Kepler-966 b,Kepler-966,Transit,2016,99.74762200,0.390700,4.130,1.250000,0.000000,391,5840.00,1.02,1.02,4.43,0.65013,1027.8000000
Kepler-967 b,Kepler-967,Transit,2016,13.22713379,0.102700,2.350,2.590000,0.000000,638,5178.00,0.80,0.84,4.56,3.39073,568.5460000
Kepler-967 c,Kepler-967,Transit,2016,198.71125020,0.625300,3.650,1.460000,0.000000,258,5178.00,0.80,0.84,4.56,2.92892,568.5460000
Kepler-968 b,Kepler-968,Transit,2016,3.69298373,0.038900,2.000,3.200000,0.000000,745,4598.00,0.70,0.76,4.63,6.11686,290.3240000
Kepler-968 c,Kepler-968,Transit,2016,5.70940492,0.052000,1.690,3.980000,0.000000,644,4598.00,0.70,0.76,4.63,12.30954,290.3240000
Kepler-969 b,Kepler-969,Transit,2016,34.17317140,0.202700,2.070,3.060000,0.000000,465,5214.00,0.82,0.92,4.57,3.24214,390.3540000
Kepler-969 c,Kepler-969,Transit,2016,1.68293460,0.027200,0.990,5.310000,0.000000,1270,5214.00,0.82,0.92,4.57,1.59429,390.3540000
Kepler-97 b,Kepler-97,Transit,2014,2.58664000,0.035618,1.480,5.440000,0.000000,1328,5779.00,0.98,0.94,4.43,1.53000,400.9070000
Kepler-97 c,Kepler-97,Radial Velocity,2014,789.00000000,,,,,,5779.00,0.98,0.94,4.43,1.53000,400.9070000
Kepler-970 b,Kepler-970,Transit,2016,16.73652500,0.139000,2.609,2.260000,0.340000,464,4290.00,0.71,0.67,4.62,2.65047,331.5450000
Kepler-971 b,Kepler-971,Transit,2016,9.59070716,0.082700,2.130,2.950000,0.000000,1087,5431.00,0.85,0.88,4.54,1.72343,338.5220000
Kepler-972 b,Kepler-972,Transit,2016,7.03932553,0.073400,4.650,1.070000,0.000000,1060,6146.00,1.22,1.15,4.33,0.08845,1198.0300000
Kepler-973 b,Kepler-973,Transit,2016,49.60773310,0.250800,1.960,3.280000,0.000000,402,5213.00,0.78,0.86,4.58,2.18901,328.5200000
Kepler-974 b,Kepler-974,Transit,2016,4.19449651,0.041900,1.570,4.390000,0.000000,577,3687.00,0.50,0.52,4.76,4.83840,134.3110000
Kepler-975 b,Kepler-975,Transit,2016,1.97034246,0.030300,1.480,4.730000,0.000000,1599,4897.00,0.75,0.80,4.59,2.55402,426.0880000
Kepler-975 c,Kepler-975,Transit,2023,5.05821338,0.056700,10.690,0.361000,0.000000,1168,4883.00,1.67,0.95,3.97,1.13328,426.0880000
Kepler-976 b,Kepler-976,Transit,2016,105.95641480,0.421700,3.960,1.320000,0.000000,324,5232.00,0.83,0.87,4.55,2.54944,1012.4100000
Kepler-977 b,Kepler-977,Transit,2016,26.85328322,0.162000,2.620,2.250000,0.000000,544,5315.00,0.83,0.87,4.55,2.04472,568.7510000
Kepler-978 b,Kepler-978,Transit,2016,49.62215090,0.272600,2.990,1.900000,0.000000,546,6002.00,1.09,1.07,4.38,0.09556,682.5220000
Kepler-979 b,Kepler-979,Transit,2016,8.08801350,0.075300,2.720,2.140000,0.000000,792,5310.00,0.83,0.87,4.54,7.27802,576.5030000
Kepler-98 b,Kepler-98,Transit,2014,1.54168000,0.026126,1.990,2.180000,0.000000,1592,5539.00,1.11,0.99,4.34,1.12000,350.3150000
Kepler-980 b,Kepler-980,Transit,2016,11.55102504,0.100500,2.670,2.200000,0.000000,845,5935.00,1.06,1.05,4.41,1.82309,961.4680000
Kepler-981 b,Kepler-981,Transit,2016,4.46975774,0.053500,2.310,2.650000,0.000000,1103,5718.00,0.96,0.98,4.47,6.84413,878.0820000
Kepler-982 b,Kepler-982,Transit,2016,15.77382210,0.129100,2.250,2.740000,0.000000,955,6139.00,1.29,1.16,4.28,0.64822,801.4790000
Kepler-983 b,Kepler-983,Transit,2016,60.08550820,0.314800,2.360,2.580000,0.000000,485,6052.00,1.08,1.13,4.42,0.39852,714.4370000
Kepler-984 b,Kepler-984,Transit,2016,43.03422720,0.232700,2.120,2.960000,0.000000,484,5610.00,0.93,0.96,4.49,1.55540,460.1880000
Kepler-985 b,Kepler-985,Transit,2016,116.33190100,0.445100,2.980,1.900000,0.000000,323,5434.00,0.85,0.91,4.54,3.13923,679.3610000
Kepler-986 b,Kepler-986,Transit,2016,56.43499380,0.276000,2.360,2.580000,0.000000,465,5642.00,0.98,0.96,4.43,4.77055,548.3640000
Kepler-987 b,Kepler-987,Transit,2016,105.30331480,0.423800,3.260,1.700000,0.000000,351,5637.00,0.91,0.97,4.51,4.07825,914.1260000
Kepler-988 b,Kepler-988,Transit,2016,17.76080053,0.108500,2.070,3.060000,0.000000,368,4005.00,0.53,0.55,4.73,3.38055,304.8890000
Kepler-989 b,Kepler-989,Transit,2016,7.96431535,0.073400,2.210,2.810000,0.000000,805,5074.00,0.78,0.82,4.58,18.99927,491.9780000
Kepler-99 b,Kepler-99,Transit,2014,4.60358000,0.050692,1.480,10.900000,0.000000,810,4782.00,0.73,0.79,4.61,2.86000,208.3690000
Kepler-990 b,Kepler-990,Transit,2016,9.91723428,0.088300,2.600,2.270000,0.000000,903,5948.00,1.08,1.05,4.39,0.60420,802.1630000
Kepler-990 c,Kepler-990,Transit,2016,0.53835431,0.012700,1.530,4.540000,0.000000,2386,5948.00,1.08,1.05,4.39,1.52952,802.1630000
Kepler-991 b,Kepler-991,Transit,2016,82.53425190,0.310400,2.540,2.340000,0.000000,260,4392.00,0.61,0.64,4.67,6.80263,389.5610000
Kepler-992 b,Kepler-992,Transit,2016,20.16034462,0.133900,1.620,4.210000,0.000000,510,4944.00,0.74,0.80,4.60,2.48007,259.6390000
Kepler-993 b,Kepler-993,Transit,2016,22.08557563,0.130000,2.970,1.910000,0.000000,352,3843.00,0.54,0.57,4.72,4.12779,324.4230000
Kepler-994 b,Kepler-994,Transit,2016,1.15116651,0.017700,1.600,4.280000,0.000000,957,3934.00,0.54,0.56,4.72,3.88290,188.1580000
Kepler-995 b,Kepler-995,Transit,2016,28.26731672,0.170100,2.700,2.160000,0.000000,517,5206.00,0.80,0.83,4.57,2.68530,609.6380000
Kepler-996 b,Kepler-996,Transit,2016,3.77059058,0.047400,1.980,3.240000,0.000000,1272,6014.00,1.14,1.09,4.36,3.67551,1216.5800000
Kepler-997 b,Kepler-997,Transit,2016,2.70730672,0.039700,1.360,5.290000,0.000000,1709,6150.00,1.56,1.22,4.14,0.44755,467.5680000
Kepler-998 b,Kepler-998,Transit,2016,5.65377733,0.062600,2.320,2.640000,0.000000,1020,6058.00,1.18,1.12,4.34,5.80107,986.3640000
Kepler-999 b,Kepler-999,Transit,2016,5.99185702,0.068100,2.340,2.610000,0.000000,1355,6237.00,1.65,1.29,4.11,0.35446,545.0630000
L 168-9 b,L 168-9,Transit,2020,1.40150000,0.020910,1.390,9.600000,0.210000,965,3800.00,0.60,0.62,4.04,3.88024,25.1496000
L 363-38 b,L 363-38,Radial Velocity,2023,8.78100000,0.048000,2.000,3.210000,,330,3129.00,0.27,0.21,4.97,21.29232,10.2295000
L 98-59 b,L 98-59,Transit,2019,2.25311360,0.021910,0.850,3.600000,0.103000,627,3415.00,0.30,0.27,4.86,12.89991,10.6194000
L 98-59 c,L 98-59,Transit,2019,3.69067450,0.031700,1.340,5.460000,0.000000,517,3412.00,0.31,0.31,4.94,12.89991,10.6194000
L 98-59 d,L 98-59,Transit,2019,7.45072900,0.050600,1.580,3.170000,0.000000,409,3412.00,0.31,0.31,4.94,12.89991,10.6194000
L 98-59 e,L 98-59,Radial Velocity,2021,12.79600000,0.071700,1.560,4.430000,0.128000,342,3415.00,0.30,0.27,4.86,12.89991,10.6194000
LHS 1140 b,LHS 1140,Transit,2017,24.73723000,0.094600,1.730,5.900000,0.043000,226,3096.00,0.22,0.18,5.04,25.80000,14.9861000
LHS 1140 c,LHS 1140,Transit,2018,3.77794000,0.027000,1.272,5.100000,0.050000,422,3096.00,0.22,0.18,5.04,25.80000,14.9861000
LHS 1478 b,LHS 1478,Transit,2021,1.94953780,0.018480,1.242,6.670000,,595,3381.00,0.25,0.24,4.87,22.20000,18.2276000
LHS 1678 b,LHS 1678,Transit,2021,0.86023250,0.012390,0.685,6.000000,0.033000,830,3490.00,0.33,0.35,4.89,13.90000,19.8782000
LHS 1678 c,LHS 1678,Transit,2021,3.69428400,0.032700,0.941,10.600000,0.039000,511,3490.00,0.33,0.35,4.89,13.90000,19.8782000
LHS 1678 d,LHS 1678,Transit,2024,4.96522290,0.040000,0.981,5.280000,0.036000,463,3490.00,0.33,0.35,4.89,13.90000,19.8782000
LHS 1815 b,LHS 1815,Transit,2020,3.81433400,0.040400,1.088,6.700000,0.000000,617,3643.00,0.50,0.50,4.77,5.60000,29.8424000
LHS 3154 b,LHS 3154,Radial Velocity,2023,3.71778000,0.022620,3.690,1.440000,0.076000,,2861.00,0.14,0.11,5.20,58.14575,15.7606000
LHS 3844 b,LHS 3844,Transit,2019,0.46292913,0.006220,1.303,5.590000,,805,3036.00,0.19,0.15,5.06,31.73000,14.8846000
LHS 475 b,LHS 475,Transit,2023,2.02908800,0.020370,0.991,5.310000,0.000000,586,3300.00,0.28,0.26,5.00,18.40000,12.4814000
LP 714-47 b,LP 714-47,Transit,2020,4.05203700,0.041700,4.700,1.700000,0.040000,700,3950.00,0.58,0.59,4.64,3.73287,52.6160000
LP 791-18 b,LP 791-18,Transit,2019,0.94799810,0.009780,1.212,5.990000,0.000000,564,2960.00,0.18,0.14,5.12,32.51059,26.4927000
LP 791-18 c,LP 791-18,Transit,2019,4.98990930,0.029610,2.438,2.690000,0.000080,324,2960.00,0.18,0.14,5.12,32.51059,26.4927000
